num_users,reviews_per_user,iter_0_ao_avg_accuracy,iter_0_ao_median_accuracy,iter_0_ao_time,iter_0_torch_avg_accuracy,iter_0_torch_median_accuracy,iter_0_torch_time,iter_0_colab_accuracy,iter_0_colab_time,iter_1_ao_avg_accuracy,iter_1_ao_median_accuracy,iter_1_ao_time,iter_1_torch_avg_accuracy,iter_1_torch_median_accuracy,iter_1_torch_time,iter_1_colab_accuracy,iter_1_colab_time,iter_2_ao_avg_accuracy,iter_2_ao_median_accuracy,iter_2_ao_time,iter_2_torch_avg_accuracy,iter_2_torch_median_accuracy,iter_2_torch_time,iter_2_colab_accuracy,iter_2_colab_time,iter_3_ao_avg_accuracy,iter_3_ao_median_accuracy,iter_3_ao_time,iter_3_torch_avg_accuracy,iter_3_torch_median_accuracy,iter_3_torch_time,iter_3_colab_accuracy,iter_3_colab_time,iter_4_ao_avg_accuracy,iter_4_ao_median_accuracy,iter_4_ao_time,iter_4_torch_avg_accuracy,iter_4_torch_median_accuracy,iter_4_torch_time,iter_4_colab_accuracy,iter_4_colab_time
100,0.0,0.7355988958597997,0.8,17.884307146072388,0.745646168317862,0.8786764705882353,3.128107786178589,0.8077324973876698,2.8734424114227295,0.7215987836114567,0.8,30.538382053375244,0.7452273991785048,0.8786764705882353,1.9581818580627441,0.8254963427377221,2.9295084476470947,0.7252580745918011,0.8,39.227930307388306,0.7789911909422965,0.898981324278438,2.0986132621765137,0.8171368861024033,2.8843743801116943,0.7345065414117574,0.8,49.5790433883667,0.7669142678653733,0.8869596031183558,2.065295457839966,0.8077324973876698,2.9761908054351807,0.7137960012944137,0.788888888888889,69.10860896110535,0.7699531064777413,0.898981324278438,2.6394052505493164,0.8035527690700105,4.563209772109985
200,0.0,0.7957193333882434,0.9125000000000001,37.332950830459595,0.8159595045748729,1.0,4.656634092330933,0.8019619865113428,4.6758036613464355,0.7902853552238505,0.9,56.80954074859619,0.8092669081020251,1.0,3.888627290725708,0.8050275904353158,5.049146413803101,0.7845506130981883,0.9,72.77256846427917,0.7921425959865606,1.0,3.88012433052063,0.7762109135499693,4.986809730529785,0.7967416290141064,0.9,92.42434787750244,0.8170604833062864,1.0,4.027234315872192,0.7909258123850399,5.143507957458496,0.794286111037227,0.9125000000000001,159.6425130367279,0.8370983934637618,1.0,4.801515579223633,0.7995095033721643,7.039236545562744
100,50.0,0.758,0.8,18.92856526374817,0.8190000000000001,0.9,1.9985582828521729,0.787,2.8390581607818604,0.759,0.8,27.543975353240967,0.8109999999999999,0.9,1.8989033699035645,0.799,3.073831081390381,0.764,0.8,35.9325168132782,0.8059999999999999,0.8500000000000001,1.9109749794006348,0.795,3.0102803707122803,0.762,0.8,44.60019612312317,0.8140000000000001,0.9,1.8849091529846191,0.796,3.182907819747925,0.7559999999999999,0.8,70.02970671653748,0.8190000000000001,0.9,2.2593159675598145,0.796,4.374359130859375
100,200.0,0.66975,0.65,52.0864462852478,0.7295,0.775,2.5916340351104736,0.7285,11.857993841171265,0.67025,0.65,77.05528926849365,0.73575,0.775,2.8945696353912354,0.7385,12.790737390518188,0.66975,0.6375,82.61416053771973,0.74275,0.775,2.460435152053833,0.72425,12.766846179962158,0.6705,0.65,101.23898792266846,0.7517499999999999,0.775,2.559558153152466,0.731,12.986867904663086,0.6679999999999999,0.65,147.97124767303467,0.7482500000000001,0.775,3.0665059089660645,0.7275,16.987127780914307
100,500.0,0.6734,0.65,157.4051549434662,0.7345,0.745,3.476701021194458,0.7622,32.73341417312622,0.6694,0.655,226.89106822013855,0.7302,0.745,3.52602481842041,0.7612,32.532641649246216,0.6666,0.65,227.77441024780273,0.7391,0.75,3.3049612045288086,0.7648,31.95715641975403,0.6758,0.63,276.1360237598419,0.7393,0.75,3.4817118644714355,0.7696,33.15019202232361,0.6693000000000001,0.645,372.5986747741699,0.7338,0.745,4.153686761856079,0.7616,45.716460943222046
100,1000.0,0.6473,0.6074999999999999,452.4815068244934,0.70595,0.715,4.900190114974976,0.7528,68.44331550598145,0.6502,0.6025,537.8792102336884,0.70095,0.705,4.870769739151001,0.75635,68.39326238632202,0.65295,0.615,555.0302603244781,0.7132999999999999,0.715,4.716980695724487,0.75135,66.30492162704468,0.65045,0.6125,647.9076981544495,0.7173999999999999,0.72,4.807515382766724,0.7521,66.81513714790344,0.6491,0.605,831.4609370231628,0.7044499999999999,0.705,5.889305114746094,0.754,80.88645887374878
500,50.0,0.77,0.8,100.15584063529968,0.8218,0.9,9.785435676574707,0.7936,16.454380750656128,0.7686000000000001,0.8,144.40748262405396,0.8286,0.9,9.911370038986206,0.7846,15.79948902130127,0.7687999999999999,0.8,187.43411350250244,0.8186,0.9,9.553100109100342,0.7932,15.96804404258728,0.7662,0.8,228.66666674613953,0.8236,0.9,9.6747465133667,0.807,16.096235036849976,0.7692,0.8,348.9456639289856,0.819,0.9,11.663215160369873,0.802,21.046573877334595
500,200.0,0.7021000000000001,0.7,280.0988817214966,0.7702,0.8,12.938544750213623,0.78185,66.11802053451538,0.7037,0.7,331.0861325263977,0.7666499999999999,0.8,12.99783182144165,0.7818,65.27741384506226,0.70085,0.7,388.5087785720825,0.7627999999999999,0.8,12.334515810012817,0.77665,64.472975730896,0.7045,0.7,454.76791167259216,0.7699,0.8,12.82228422164917,0.77495,66.23166537284851,0.70055,0.7,669.8460147380829,0.7706000000000001,0.8,16.06884241104126,0.7789,91.67768740653992
500,500.0,0.67734,0.67,896.6836564540863,0.73654,0.76,17.310744285583496,0.78548,170.5874843597412,0.6748,0.66,1000.2647409439087,0.73356,0.75,16.624768018722534,0.78384,168.924955368042,0.67486,0.66,1103.5141944885254,0.7360599999999999,0.75,17.175406217575073,0.78578,172.07502913475037,0.6759,0.66,1272.0908603668213,0.73854,0.76,17.318655252456665,0.78906,175.4360523223877,0.67362,0.66,1731.0482947826385,0.73756,0.76,21.166980743408203,0.7836,205.82521772384644
1000,50.0,0.777,0.8,235.62463426589966,0.8252999999999999,0.9,19.757868766784668,0.8107,32.75208806991577,0.7762,0.8,322.1533625125885,0.8278,0.9,19.17751455307007,0.811,31.97979736328125,0.7753,0.8,412.2838089466095,0.827,0.9,19.39836859703064,0.8061,33.20936417579651,0.7758999999999999,0.8,499.73756098747253,0.8229,0.9,20.351266860961914,0.8094,32.938701152801514,0.7757999999999999,0.8,586.5578274726868,0.8269,0.9,19.43984293937683,0.8069,34.94204044342041
